preprocessed_plate,plate_path,ocr_text,easyocr_text,trocr_text,easyocr_exact,easyocr_norm,easyocr_lev,easyocr_lev_ratio,easyocr_char_acc,trocr_exact,trocr_norm,trocr_lev,trocr_lev_ratio,trocr_char_acc,correct_label,wrong_label
plate_0000.png,content\plates\plate_0000.png,KLG1CA2555,KLCACA2555,KLO1CA2555,False,False,2,0.8,0.8,False,False,1,0.9,0.9,KLG1CA2555,KLCACA2555
plate_0001.png,content\plates\plate_0001.png,PGoMN112,PGoMN112,PG.MN112,True,True,0,1.0,1.0,False,False,1,0.9333333333333333,0.875,PGoMN112,PG.MN112
plate_0004.png,content\plates\plate_0004.png,HR 26 BC 55I4,HR 26 BC 5514,HR 26 BC SSI4,False,True,0,1.0,1.0,False,True,0,1.0,1.0,HR 26 BC 55I4,HR 26 BC 5514
plate_0005.png,content\plates\plate_0005.png,6861136,6861/*36,68:611.36,False,False,2,0.8,0.7142857142857143,False,False,1,0.9333333333333333,0.8571428571428572,6861136,6861/*36
plate_0009.png,content\plates\plate_0009.png,nan,[NO TEXT],..........,False,False,8,0.0,-1.6666666666666665,False,False,3,0.0,0.0,nan,[NO TEXT]
plate_0010.png,content\plates\plate_0010.png,NL60LXB,MeoLwB,NL60 LXB,False,False,4,0.46153846153846156,0.4285714285714286,False,True,0,1.0,1.0,NL60LXB,MeoLwB
plate_0011.png,content\plates\plate_0011.png,SBA1234A,SDA 12341|,SBA 1234A,False,False,3,0.7058823529411764,0.625,False,True,0,1.0,1.0,SBA1234A,SDA 12341|
plate_0027.png,content\plates\plate_0027.png,nan,[NO TEXT],CAMEL,False,False,8,0.0,-1.6666666666666665,False,False,5,0.0,-0.6666666666666667,nan,[NO TEXT]
plate_0027.png,content\plates\plate_0027.png,nan,[NO TEXT],CAMEL,False,False,8,0.0,-1.6666666666666665,False,False,5,0.0,-0.6666666666666667,nan,[NO TEXT]
plate_0027.png,content\plates\plate_0027.png,nan,[NO TEXT],CAMEL,False,False,8,0.0,-1.6666666666666665,False,False,5,0.0,-0.6666666666666667,nan,[NO TEXT]
plate_0028.png,content\plates\plate_0028.png,MH 20 BQ 20,B020,MH 20 80 20,False,False,4,0.6666666666666667,0.5,False,True,0,1.0,1.0,MH 20 BQ 20,B020
plate_0029.png,content\plates\plate_0029.png,MHO 1 AV8866,NHO1av8866,MHO 1AV8866,False,False,3,0.7,0.7,False,True,0,1.0,1.0,MHO 1 AV8866,NHO1av8866
plate_0030.png,content\plates\plate_0030.png,CZ17 KOD,CzI7 Kod,CZI7 KOD,False,False,2,0.7142857142857143,0.7142857142857143,False,True,0,1.0,1.0,CZ17 KOD,CzI7 Kod
plate_0031.png,content\plates\plate_0031.png,WOR 516K,Nor 516k,WOR 516K,False,False,3,0.5714285714285714,0.5714285714285714,True,True,0,1.0,1.0,WOR 516K,Nor 516k
plate_0032.png,content\plates\plate_0032.png,F1,F,F1,False,False,1,0.6666666666666667,0.5,True,True,0,1.0,1.0,F1,F
plate_0033.png,content\plates\plate_0033.png,MH 20 EE 7598,YMhzoeE 7598,MH 20 EE 7598,False,False,4,0.6666666666666667,0.6,True,True,0,1.0,1.0,MH 20 EE 7598,YMhzoeE 7598
plate_0034.png,content\plates\plate_0034.png,SHAKNBK,SHAKNBK,SHAKNBK,True,True,0,1.0,1.0,True,True,0,1.0,1.0,SHAKNBK,
plate_0035.png,content\plates\plate_0035.png,MPEACHW,MPEACHW,MPEACHW,True,True,0,1.0,1.0,True,True,0,1.0,1.0,MPEACHW,
plate_0037.png,content\plates\plate_0037.png,M666 YOB,Ms66 YOB,M666 YOB,False,False,1,0.8571428571428572,0.8571428571428572,True,True,0,1.0,1.0,M666 YOB,Ms66 YOB
plate_0038.png,content\plates\plate_0038.png,MK-35-32,MK 35-32,MK-35-32,False,True,0,1.0,1.0,True,True,0,1.0,1.0,MK-35-32,MK 35-32
plate_0040.png,content\plates\plate_0040.png,JA62 UAR,Ja62 UAR,JA62 UAR,False,False,1,0.8571428571428572,0.8571428571428572,True,True,0,1.0,1.0,JA62 UAR,Ja62 UAR
plate_0042.png,content\plates\plate_0042.png,MH12BG7237,'8h82b672371,EMH 12BG 7237,False,False,7,0.4545454545454546,0.30000000000000004,False,False,1,0.9523809523809523,0.9,MH12BG7237,'8h82b672371
plate_0043.png,content\plates\plate_0043.png,B 2228HM,B 2228HH,B 2228 HM,False,False,1,0.8571428571428572,0.8571428571428572,False,True,0,1.0,1.0,B 2228HM,B 2228HH
plate_0045.png,content\plates\plate_0045.png,MANISA,MANISA,MANISA,True,True,0,1.0,1.0,True,True,0,1.0,1.0,MANISA,
plate_0046.png,content\plates\plate_0046.png,HR 26 BC 5514,HR 26 BC 5514,HR 26 BC SSI4,True,True,0,1.0,1.0,False,True,0,1.0,1.0,HR 26 BC 5514,HR 26 BC SSI4
plate_0048.png,content\plates\plate_0048.png,RP66887,At,6.687,False,False,7,0.0,0.0,False,False,3,0.7272727272727273,0.5714285714285714,RP66887,At
plate_0049.png,content\plates\plate_0049.png,KA G5MG1909,KA,KA 05 MG 1999,False,False,8,0.33333333333333337,0.19999999999999996,False,False,2,0.8,0.8,KA G5MG1909,KA
plate_0051.png,content\plates\plate_0051.png,OX65 AWD,AwD,0X65 AND,False,False,5,0.4,0.2857142857142857,False,False,1,0.8571428571428572,0.8571428571428572,OX65 AWD,AwD
plate_0052.png,content\plates\plate_0052.png,OPEC LOL,OPEC LOL,OPEC LOL,True,True,0,1.0,1.0,True,True,0,1.0,1.0,OPEC LOL,
plate_0053.png,content\plates\plate_0053.png,BJR216,0u8216,BURZ16,False,False,3,0.6666666666666667,0.5,False,False,1,0.8333333333333334,0.8333333333333334,BJR216,0u8216
plate_0054.png,content\plates\plate_0054.png,HR 26 BR 9044,HR 26 BR 9044,HR 26 BR 90-44,True,True,0,1.0,1.0,False,True,0,1.0,1.0,HR 26 BR 9044,HR 26 BR 90-44
plate_0059.png,content\plates\plate_0059.png,nan,[NO TEXT],====,False,False,8,0.0,-1.6666666666666665,False,False,4,0.0,-0.33333333333333326,nan,[NO TEXT]
plate_0060.png,content\plates\plate_0060.png,1268,1268:,= 1268-,False,False,1,0.8888888888888888,0.75,False,False,1,0.8888888888888888,0.75,1268,1268:
plate_0061.png,content\plates\plate_0061.png,LI9 TLC,L9ILC,LIS TLC,False,False,2,0.7272727272727273,0.6666666666666667,False,False,1,0.8333333333333334,0.8333333333333334,LI9 TLC,L9ILC
plate_0063.png,content\plates\plate_0063.png,15474,I44,U. 5474,False,False,2,0.75,0.6,False,False,1,0.8,0.8,15474,I44
plate_0069.png,content\plates\plate_0069.png,nan,[NO TEXT],LOULUS,False,False,8,0.0,-1.6666666666666665,False,False,6,0.0,-1.0,nan,[NO TEXT]
plate_0070.png,content\plates\plate_0070.png,ALR 486,ALR 486,ALR 486,True,True,0,1.0,1.0,True,True,0,1.0,1.0,ALR 486,
plate_0071.png,content\plates\plate_0071.png,CH01AN0001,CHOIANooo],CHO1ANOOOT,False,True,0,1.0,1.0,False,False,1,0.9,0.9,CH01AN0001,CHOIANooo]
plate_0077.png,content\plates\plate_0077.png,FU3346,DNZI0IT,EN ZIOIT,False,False,7,0.0,-0.16666666666666674,False,False,7,0.0,-0.16666666666666674,FU3346,DNZI0IT
plate_0077.png,content\plates\plate_0077.png,nan,DNZI0IT,EN ZIOIT,False,False,7,0.0,-1.3333333333333335,False,False,7,0.0,-1.3333333333333335,nan,DNZI0IT
plate_0078.png,content\plates\plate_0078.png,PEN15,PEN 15,PENIS,False,True,0,1.0,1.0,False,True,0,1.0,1.0,PEN15,PEN 15
plate_0079.png,content\plates\plate_0079.png,CH01AN0001,CHO1,CHO1 AN 0001,False,False,6,0.5714285714285714,0.4,False,True,0,1.0,1.0,CH01AN0001,CHO1
plate_0095.png,content\plates\plate_0095.png,nan,[NO TEXT],-,False,False,8,0.0,-1.6666666666666665,False,False,3,0.0,0.0,nan,[NO TEXT]
plate_0095.png,content\plates\plate_0095.png,nan,[NO TEXT],-,False,False,8,0.0,-1.6666666666666665,False,False,3,0.0,0.0,nan,[NO TEXT]
plate_0095.png,content\plates\plate_0095.png,nan,[NO TEXT],-,False,False,8,0.0,-1.6666666666666665,False,False,3,0.0,0.0,nan,[NO TEXT]
plate_0096.png,content\plates\plate_0096.png,KLG1CA2555,KLGACA2555^,KLO1CA2555,False,False,2,0.8571428571428572,0.8,False,False,1,0.9,0.9,KLG1CA2555,KLGACA2555^
plate_0097.png,content\plates\plate_0097.png,MH01BB550,WH 01 BB 550,PHOT. 99:559,False,False,1,0.8888888888888888,0.8888888888888888,False,False,6,0.42105263157894735,0.33333333333333337,MH01BB550,WH 01 BB 550
plate_0098.png,content\plates\plate_0098.png,7VI6263,241G263,7VIG263,False,False,3,0.5714285714285714,0.5714285714285714,False,False,1,0.8571428571428572,0.8571428571428572,7VI6263,241G263
plate_0099.png,content\plates\plate_0099.png,TN21BY0166,[NO TEXT],TERIBIDIES,False,False,8,0.33333333333333337,0.19999999999999996,False,False,6,0.4,0.4,TN21BY0166,[NO TEXT]
plate_0100.png,content\plates\plate_0100.png,DL8CX 4850,DlacX 4850,@DLBCX 4850,False,False,2,0.7777777777777778,0.7777777777777778,False,False,1,0.9473684210526316,0.8888888888888888,DL8CX 4850,DlacX 4850
plate_0101.png,content\plates\plate_0101.png,DL3CBD5092,DaceD 5092|,BEDGET,False,False,5,0.6,0.5,False,False,9,0.25,0.09999999999999998,DL3CBD5092,DaceD 5092|
plate_0102.png,content\plates\plate_0102.png,DL49 AK49,DL4P Ak4P,DL49 AK49,False,False,3,0.625,0.625,True,True,0,1.0,1.0,DL49 AK49,DL4P Ak4P
plate_0103.png,content\plates\plate_0103.png,MH 20BQ20,Mh 208020,MH EO BEED,False,False,1,0.875,0.875,False,False,4,0.5,0.5,MH 20BQ20,Mh 208020
plate_0104.png,content\plates\plate_0104.png,2662,38 2662,2.62,False,False,2,0.8,0.5,False,False,1,0.8571428571428572,0.75,2662,38 2662
